Class,Method,SourceCodeLine
org.apache.hadoop.hdfs.server.namenode.ha.BootstrapStandby,parseArgs,119
org.apache.hadoop.hdfs.server.namenode.ha.BootstrapStandby,doRun,193
org.apache.hadoop.hdfs.server.namenode.ha.BootstrapStandby,checkLogsAvailableForRead,223
org.apache.hadoop.hdfs.server.namenode.ha.BootstrapStandby,parseConfAndFindOtherNN,260
org.apache.hadoop.hdfs.server.namenode.ha.BootstrapStandby,parseConfAndFindOtherNN,267
org.apache.hadoop.hdfs.server.namenode.ha.BootstrapStandby,run,307
org.apache.hadoop.hdfs.server.namenode.ha.BootstrapStandby,run,309
org.apache.hadoop.hdfs.server.namenode.ha.EditLogTailer,getActiveNodeProxy,143
org.apache.hadoop.hdfs.server.namenode.ha.EditLogTailer,doTailEdits,230
org.apache.hadoop.hdfs.server.namenode.ha.EditLogTailer,doTailEdits,236
org.apache.hadoop.hdfs.server.namenode.ha.EditLogTailer,doTailEdits,244
org.apache.hadoop.hdfs.server.namenode.ha.StandbyCheckpointer,doCheckpoint,144
org.apache.hadoop.hdfs.server.namenode.ha.StandbyCheckpointer,doCheckpoint,149
org.apache.hadoop.hdfs.server.namenode.ha.StandbyCheckpointer,doCheckpoint,157
org.apache.hadoop.hdfs.server.namenode.ha.StandbyCheckpointer,doCheckpoint,167
org.apache.hadoop.hdfs.server.namenode.ha.StandbyCheckpointer,doCheckpoint,171
org.apache.hadoop.hdfs.server.namenode.ha.StandbyCheckpointer,cancelAndPreventCheckpoints,196
org.apache.hadoop.hdfs.server.namenode.ListPathsServlet$2,run,172
org.apache.hadoop.hdfs.server.namenode.FSImage,recoverTransitionRead,184
org.apache.hadoop.hdfs.server.namenode.FSImage,recoverTransitionRead,193
org.apache.hadoop.hdfs.server.namenode.FSImage,recoverTransitionRead,210
org.apache.hadoop.hdfs.server.namenode.FSImage,recoverTransitionRead,223
org.apache.hadoop.hdfs.server.namenode.FSImage,recoverTransitionRead,236
org.apache.hadoop.hdfs.server.namenode.FSImage,recoverStorageDirs,285
org.apache.hadoop.hdfs.server.namenode.FSImage,recoverStorageDirs,292
org.apache.hadoop.hdfs.server.namenode.FSImage,recoverStorageDirs,310
org.apache.hadoop.hdfs.server.namenode.FSImage,doUpgrade,326
org.apache.hadoop.hdfs.server.namenode.FSImage,doUpgrade,353
org.apache.hadoop.hdfs.server.namenode.FSImage,doUpgrade,354
org.apache.hadoop.hdfs.server.namenode.FSImage,doUpgrade,355
org.apache.hadoop.hdfs.server.namenode.FSImage,doUpgrade,356
org.apache.hadoop.hdfs.server.namenode.FSImage,doUpgrade,362
org.apache.hadoop.hdfs.server.namenode.FSImage,doUpgrade,400
org.apache.hadoop.hdfs.server.namenode.FSImage,doRollback,429
org.apache.hadoop.hdfs.server.namenode.FSImage,doRollback,437
org.apache.hadoop.hdfs.server.namenode.FSImage,doRollback,452
org.apache.hadoop.hdfs.server.namenode.FSImage,doRollback,455
org.apache.hadoop.hdfs.server.namenode.FSImage,doFinalize,479
org.apache.hadoop.hdfs.server.namenode.FSImage,doImportCheckpoint,500
org.apache.hadoop.hdfs.server.namenode.FSImage,doImportCheckpoint,505
org.apache.hadoop.hdfs.server.namenode.FSImage,doImportCheckpoint,518
org.apache.hadoop.hdfs.server.namenode.FSImage,openEditLogForWrite,553
org.apache.hadoop.hdfs.server.namenode.FSImage,loadFSImage,636
org.apache.hadoop.hdfs.server.namenode.FSImage,loadEdits,707
org.apache.hadoop.hdfs.server.namenode.FSImage,loadEdits,717
org.apache.hadoop.hdfs.server.namenode.FSImage,loadFSImage,730
org.apache.hadoop.hdfs.server.namenode.FSImage,loadFSImage,755
org.apache.hadoop.hdfs.server.namenode.FSImage,saveNamespace,852
org.apache.hadoop.hdfs.server.namenode.FSImage,saveNamespace,873
org.apache.hadoop.hdfs.server.namenode.FSImage,saveFSImageInAllDirs,888
org.apache.hadoop.hdfs.server.namenode.FSImage,saveFSImageInAllDirs,912
org.apache.hadoop.hdfs.server.namenode.FSImage,saveFSImageInAllDirs,918
org.apache.hadoop.hdfs.server.namenode.FSImage,saveFSImageInAllDirs,931
org.apache.hadoop.hdfs.server.namenode.FSImage,renameCheckpointInDir,997
org.apache.hadoop.hdfs.server.namenode.FileJournalManager,finalizeLogSegment,132
org.apache.hadoop.hdfs.server.namenode.FileJournalManager,getRemoteEditLogs,184
org.apache.hadoop.hdfs.server.namenode.FileJournalManager,addStreamsToCollectionFromFiles,271
org.apache.hadoop.hdfs.server.namenode.FileJournalManager,recoverUnfinalizedSegments,300
org.apache.hadoop.hdfs.server.namenode.FileJournalManager,recoverUnfinalizedSegments,309
org.apache.hadoop.hdfs.server.namenode.FileJournalManager,getLogFile,366
org.apache.hadoop.hdfs.server.namenode.NamenodeJspHelper,redirectToRandomDataNode,438
org.apache.hadoop.hdfs.server.namenode.FSEditLogOp$AddCloseOp,<init>,177
org.apache.hadoop.hdfs.server.namenode.FSEditLogOp$AddCloseOp,setBlocks,212
org.apache.hadoop.hdfs.server.namenode.FSEditLogOp$AddCloseOp,readFields,265
org.apache.hadoop.hdfs.server.namenode.FSEditLogOp$AddCloseOp,readBlocks,316
org.apache.hadoop.hdfs.server.namenode.FSEditLogOp$AddCloseOp,readBlocks,318
org.apache.hadoop.hdfs.server.namenode.ListPathsServlet,doGet,216
org.apache.hadoop.hdfs.server.namenode.INodeFile,valueOf,39
org.apache.hadoop.hdfs.server.namenode.INodeFile,valueOf,42
org.apache.hadoop.hdfs.server.namenode.INodeFile,setReplication,87
org.apache.hadoop.hdfs.server.namenode.INodeFile,setPreferredBlockSize,99
org.apache.hadoop.hdfs.server.namenode.FSEditLogOp$MkdirOp,readFields,958
org.apache.hadoop.hdfs.server.namenode.FSEditLogOp$TimesOp,readFields,1436
org.apache.hadoop.hdfs.server.namenode.BackupNode,getHttpServerAddress,121
org.apache.hadoop.hdfs.server.namenode.BackupNode,shouldCheckpointAtStartup,292
org.apache.hadoop.hdfs.server.namenode.BackupNode,registerWith,385
org.apache.hadoop.hdfs.server.namenode.BackupNode,handshake,402
org.apache.hadoop.hdfs.server.namenode.BackupNode,handshake,406
org.apache.hadoop.hdfs.server.namenode.FSEditLogOp$RenameOldOp,readFields,782
org.apache.hadoop.hdfs.server.namenode.dfshealth_jsp,_jspService,123
org.apache.hadoop.hdfs.server.namenode.FSImageFormat$Saver,checkSaved,490
org.apache.hadoop.hdfs.server.namenode.FSImageFormat$Saver,checkNotSaved,497
org.apache.hadoop.hdfs.server.namenode.FSImageFormat$Saver,save,565
org.apache.hadoop.hdfs.server.namenode.corrupt_005ffiles_jsp,_jspService,131
org.apache.hadoop.hdfs.server.namenode.EditsDoubleBuffer,close,66
org.apache.hadoop.hdfs.server.namenode.EditsDoubleBuffer,setReadyToFlush,75
org.apache.hadoop.hdfs.server.namenode.EditsDoubleBuffer,getFirstReadyTxId,114
org.apache.hadoop.hdfs.server.namenode.NNStorageRetentionManager,purgeOldStorage,132
org.apache.hadoop.hdfs.server.namenode.FSEditLogOp,delegationTokenFromXml,2490
org.apache.hadoop.hdfs.server.namenode.EditLogFileInputStream,init,135
org.apache.hadoop.hdfs.server.namenode.EditLogFileInputStream,init,144
org.apache.hadoop.hdfs.server.namenode.EditLogFileInputStream,readLogVersion,309
org.apache.hadoop.hdfs.server.namenode.NameNodeRpcServer,getBlocks,325
org.apache.hadoop.hdfs.server.namenode.NameNodeRpcServer,startCheckpoint,368
org.apache.hadoop.hdfs.server.namenode.NameNodeRpcServer,create,426
org.apache.hadoop.hdfs.server.namenode.NameNodeRpcServer,abandonBlock,535
org.apache.hadoop.hdfs.server.namenode.NameNodeRpcServer,rename,597
org.apache.hadoop.hdfs.server.namenode.NameNodeRpcServer,rename2,619
org.apache.hadoop.hdfs.server.namenode.NameNodeRpcServer,mkdirs,656
org.apache.hadoop.hdfs.server.namenode.NameNodeRpcServer,getDatanodeReport,705
org.apache.hadoop.hdfs.server.namenode.NameNodeRpcServer,createSymlink,845
org.apache.hadoop.hdfs.server.namenode.NameNodeRpcServer,createSymlink,850
org.apache.hadoop.hdfs.server.namenode.NameNodeRpcServer,verifyRequest,966
org.apache.hadoop.hdfs.server.namenode.NameNodeRpcServer,refreshServiceAcl,974
org.apache.hadoop.hdfs.server.namenode.NameNodeRpcServer,verifyLayoutVersion,1039
org.apache.hadoop.hdfs.server.namenode.NameNodeRpcServer,verifySoftwareVersion,1049
org.apache.hadoop.hdfs.server.namenode.NameNodeRpcServer,verifySoftwareVersion,1063
org.apache.hadoop.hdfs.server.namenode.FSEditLogOp$LogSegmentOp,<init>,2081
org.apache.hadoop.hdfs.server.namenode.dfsnodelist_jsp,_jspService,107
org.apache.hadoop.hdfs.server.namenode.JournalSet,chainAndMakeRedundantStreams,284
org.apache.hadoop.hdfs.server.namenode.JournalSet,mapJournalsAndReportErrors,376
org.apache.hadoop.hdfs.server.namenode.FSEditLogLoader$PositionTrackingInputStream,checkLimit,715
org.apache.hadoop.hdfs.server.namenode.FSEditLogLoader$PositionTrackingInputStream,reset,763
org.apache.hadoop.hdfs.server.namenode.FSEditLogLoader$PositionTrackingInputStream,skip,778
org.apache.hadoop.hdfs.server.namenode.FileJournalManager$EditLogFile,<init>,401
org.apache.hadoop.hdfs.server.namenode.FileJournalManager$EditLogFile,<init>,407
org.apache.hadoop.hdfs.server.namenode.FileJournalManager$EditLogFile,<init>,409
org.apache.hadoop.hdfs.server.namenode.FileJournalManager$EditLogFile,<init>,410
org.apache.hadoop.hdfs.server.namenode.FileJournalManager$EditLogFile,moveAsideCorruptFile,457
org.apache.hadoop.hdfs.server.namenode.FileJournalManager$EditLogFile,moveAsideEmptyFile,462
org.apache.hadoop.hdfs.server.namenode.FileJournalManager$EditLogFile,renameSelf,471
org.apache.hadoop.hdfs.server.namenode.EditLogBackupOutputStream,create,90
org.apache.hadoop.hdfs.server.namenode.EditLogBackupOutputStream,close,100
org.apache.hadoop.hdfs.server.namenode.EditLogBackupOutputStream,flushAndSync,121
org.apache.hadoop.hdfs.server.namenode.EditLogBackupOutputStream,flushAndSync,133
org.apache.hadoop.hdfs.server.namenode.EditLogBackupOutputStream,flushAndSync,137
org.apache.hadoop.hdfs.server.namenode.dfsclusterhealth_jsp,_jspService,91
org.apache.hadoop.hdfs.server.namenode.corrupt_005freplicas_005fxml_jsp,_jspService,140
org.apache.hadoop.hdfs.server.namenode.MetaRecoveryContext,editLogLoaderPrompt,94
org.apache.hadoop.hdfs.server.namenode.MetaRecoveryContext,editLogLoaderPrompt,108
org.apache.hadoop.hdfs.server.namenode.FSImageSerialization,readINodeUnderConstruction,108
org.apache.hadoop.hdfs.server.namenode.FSImageSerialization,readCompactBlockArray,300
org.apache.hadoop.hdfs.server.namenode.FSNamesystem$SafeModeInfo,initializeReplQueues,3963
org.apache.hadoop.hdfs.server.namenode.FSNamesystem$SafeModeInfo,checkMode,4014
org.apache.hadoop.hdfs.server.namenode.FSNamesystem$SafeModeInfo,decrementSafeBlockCount,4085
org.apache.hadoop.hdfs.server.namenode.FSNamesystem$SafeModeInfo,doConsistencyCheck,4208
org.apache.hadoop.hdfs.server.namenode.FSNamesystem$SafeModeInfo,doConsistencyCheck,4217
org.apache.hadoop.hdfs.server.namenode.FSNamesystem$SafeModeInfo,adjustBlockTotals,4229
org.apache.hadoop.hdfs.server.namenode.FSNamesystem$SafeModeInfo,adjustBlockTotals,4236
org.apache.hadoop.hdfs.server.namenode.FSNamesystem$SafeModeInfo,adjustBlockTotals,4238
org.apache.hadoop.hdfs.server.namenode.FSEditLogOp$Reader,readOp,2294
org.apache.hadoop.hdfs.server.namenode.FSEditLogOp$Reader,readOp,2302
org.apache.hadoop.hdfs.server.namenode.FSEditLogOp$Reader,readOp,2308
org.apache.hadoop.hdfs.server.namenode.FSEditLogOp$Reader,verifyTerminator,2338
org.apache.hadoop.hdfs.server.namenode.FSEditLogOp$Reader,verifyTerminator,2353
org.apache.hadoop.hdfs.server.namenode.FSEditLogOp$Reader,decodeOp,2389
org.apache.hadoop.hdfs.server.namenode.FSEditLogOp$Reader,validateChecksum,2416
org.apache.hadoop.hdfs.server.namenode.EditLogFileInputStream$URLLog$1,run,383
org.apache.hadoop.hdfs.server.namenode.EditLogFileInputStream$URLLog$1,run,391
org.apache.hadoop.hdfs.server.namenode.EditLogFileInputStream$URLLog$1,run,396
org.apache.hadoop.hdfs.server.namenode.Checkpointer,countUncheckpointedTxns,168
org.apache.hadoop.hdfs.server.namenode.Checkpointer,doCheckpoint,188
org.apache.hadoop.hdfs.server.namenode.Checkpointer,doCheckpoint,194
org.apache.hadoop.hdfs.server.namenode.Checkpointer,doCheckpoint,227
org.apache.hadoop.hdfs.server.namenode.Checkpointer,doCheckpoint,256
org.apache.hadoop.hdfs.server.namenode.BackupImage,recoverCreateRead,119
org.apache.hadoop.hdfs.server.namenode.BackupImage,journal,184
org.apache.hadoop.hdfs.server.namenode.BackupImage,applyEdits,212
org.apache.hadoop.hdfs.server.namenode.BackupImage,applyEdits,226
org.apache.hadoop.hdfs.server.namenode.BackupImage,applyEdits,236
org.apache.hadoop.hdfs.server.namenode.BackupImage,convergeJournalSpool,251
org.apache.hadoop.hdfs.server.namenode.BackupImage,tryConvergeJournalSpool,320
org.apache.hadoop.hdfs.server.namenode.BackupImage,tryConvergeJournalSpool,323
org.apache.hadoop.hdfs.server.namenode.BackupImage,tryConvergeJournalSpool,263
org.apache.hadoop.hdfs.server.namenode.SecondaryNameNode,<init>,184
org.apache.hadoop.hdfs.server.namenode.SecondaryNameNode,downloadCheckpointFiles,391
org.apache.hadoop.hdfs.server.namenode.SecondaryNameNode,downloadCheckpointFiles,397
org.apache.hadoop.hdfs.server.namenode.SecondaryNameNode,getInfoServer,448
org.apache.hadoop.hdfs.server.namenode.SecondaryNameNode,processStartupCommand,556
org.apache.hadoop.hdfs.server.namenode.SecondaryNameNode,processStartupCommand,579
org.apache.hadoop.hdfs.server.namenode.SecondaryNameNode,countUncheckpointedTxns,587
org.apache.hadoop.hdfs.server.namenode.SecondaryNameNode,doMerge,911
org.apache.hadoop.hdfs.server.namenode.EditsDoubleBuffer$TxnBuffer,writeOp,147
org.apache.hadoop.hdfs.server.namenode.RedundantEditLogInputStream,nextOp,191
org.apache.hadoop.hdfs.server.namenode.RedundantEditLogInputStream,nextOp,203
org.apache.hadoop.hdfs.server.namenode.RedundantEditLogInputStream,nextOp,209
org.apache.hadoop.hdfs.server.namenode.status_jsp,_jspService,82
org.apache.hadoop.hdfs.server.namenode.FSEditLogOp$RenameOp,readFields,1659
org.apache.hadoop.hdfs.server.namenode.FSEditLogOp$RenameOp,fromXml,1749
org.apache.hadoop.hdfs.server.namenode.SecondaryNameNode$CheckpointStorage,recoverCreate,848
org.apache.hadoop.hdfs.server.namenode.SecondaryNameNode$CheckpointStorage,recoverCreate,864
org.apache.hadoop.hdfs.server.namenode.SecondaryNameNode$CheckpointStorage,ensureCurrentDirExists,895
org.apache.hadoop.hdfs.server.namenode.FSPermissionChecker,checkSuperuserPrivilege,75
org.apache.hadoop.hdfs.server.namenode.FSPermissionChecker,checkOwner,155
org.apache.hadoop.hdfs.server.namenode.FSPermissionChecker,check,205
org.apache.hadoop.hdfs.server.namenode.FSPermissionChecker,checkStickyBit,224
org.apache.hadoop.hdfs.server.namenode.FSEditLogOp$ConcatDeleteOp,setSources,621
org.apache.hadoop.hdfs.server.namenode.FSEditLogOp$ConcatDeleteOp,readFields,655
org.apache.hadoop.hdfs.server.namenode.FSEditLogOp$ConcatDeleteOp,readFields,667
org.apache.hadoop.hdfs.server.namenode.FSEditLogOp$ConcatDeleteOp,readFields,671
org.apache.hadoop.hdfs.server.namenode.block_005finfo_005fxml_jsp,_jspService,136
org.apache.hadoop.hdfs.server.namenode.BackupNode$BNHAContext,checkOperation,436
org.apache.hadoop.hdfs.server.namenode.FSImageCompression,createCompression,99
org.apache.hadoop.hdfs.server.namenode.decommission_jsp,_jspService,91
org.apache.hadoop.hdfs.server.namenode.NamenodeFsck,fsck,217
org.apache.hadoop.hdfs.server.namenode.NamenodeFsck,fsck,242
org.apache.hadoop.hdfs.server.namenode.NamenodeFsck,check,279
org.apache.hadoop.hdfs.server.namenode.NamenodeFsck,copyBlocksToLostFound,457
org.apache.hadoop.hdfs.server.namenode.NamenodeFsck,copyBlocksToLostFound,467
org.apache.hadoop.hdfs.server.namenode.NamenodeFsck,copyBlocksToLostFound,486
org.apache.hadoop.hdfs.server.namenode.NamenodeFsck,copyBlocksToLostFound,518
org.apache.hadoop.hdfs.server.namenode.NamenodeFsck,copyBlock,543
org.apache.hadoop.hdfs.server.namenode.NamenodeFsck,copyBlock,580
org.apache.hadoop.hdfs.server.namenode.NamenodeFsck,copyBlock,592
org.apache.hadoop.hdfs.server.namenode.NamenodeFsck,copyBlock,600
org.apache.hadoop.hdfs.server.namenode.NamenodeFsck,copyBlock,602
org.apache.hadoop.hdfs.server.namenode.NamenodeFsck,bestNode,615
org.apache.hadoop.hdfs.server.namenode.NameNodeResourceChecker,addDirToCheck,162
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,<init>,486
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,<init>,496
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,loadFSImage,604
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,startCommonServices,647
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,startActiveServices,731
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,getNamespaceEditsDirs,899
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,close,1018
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,metaSave,1053
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,metaSave,1057
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,setPermission,1112
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,setPermissionInt,1125
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,setPermissionInt,1134
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,setOwner,1158
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,setOwnerInt,1171
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,setOwnerInt,1176
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,setOwnerInt,1179
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,setOwnerInt,1189
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,getBlockLocations,1239
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,getBlockLocationsInt,1251
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,getBlockLocationsInt,1255
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,getBlockLocationsInt,1269
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,getBlockLocationsUpdateTimes,1323
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,concat,1346
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,concatInt,1359
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,concatInt,1362
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,concatInt,1371
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,concatInt,1381
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,concatInt,1389
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,concatInternal,1401
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,concatInternal,1423
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,concatInternal,1428
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,concatInternal,1438
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,concatInternal,1456
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,concatInternal,1465
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,concatInternal,1481
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,concatInternal,1490
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,setTimes,1517
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,setTimesInt,1524
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,setTimesInt,1545
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,setTimesInt,1549
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,createSymlink,1566
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,createSymlinkInt,1587
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,createSymlinkInternal,1602
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,createSymlinkInternal,1608
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,createSymlinkInternal,1611
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,createSymlinkInternal,1614
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,setReplication,1650
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,setReplicationInt,1664
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,setReplicationInt,1678
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,getPreferredBlockSize,1700
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,verifyParentDir,1708
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,verifyParentDir,1715
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,verifyParentDir,1718
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,startFile,1743
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,startFileInt,1761
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,startFileInt,1769
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,startFileInternal,1801
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,startFileInternal,1811
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,startFileInternal,1814
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,startFileInternal,1820
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,startFileInternal,1844
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,startFileInternal,1856
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,startFileInternal,1881
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,recoverLease,1957
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,recoverLease,1961
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,recoverLease,1975
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,recoverLease,1983
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,recoverLeaseInternal,1990
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,recoverLeaseInternal,2006
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,recoverLeaseInternal,2017
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,recoverLeaseInternal,2031
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,recoverLeaseInternal,2041
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,recoverLeaseInternal,2049
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,recoverLeaseInternal,2055
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,appendFile,2077
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,appendFileInt,2087
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,appendFileInt,2101
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,appendFileInt,2109
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,getAdditionalBlock,2183
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,getAdditionalBlock,2220
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,analyzeFileState,2234
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,analyzeFileState,2240
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,analyzeFileState,2295
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,analyzeFileState,2310
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,analyzeFileState,2318
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,getAdditionalDatanode,2349
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,getAdditionalDatanode,2369
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,abandonBlock,2397
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,abandonBlock,2409
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,checkLease,2420
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,checkLease,2426
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,checkLease,2429
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,checkLease,2436
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,checkLease,2444
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,completeFile,2467
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,completeFileInternal,2475
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,completeFileInternal,2481
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,completeFileInternal,2505
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,saveAllocatedBlock,2531
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,createNewBlock,2545
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,checkFileProgress,2588
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,renameTo,2617
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,renameToInt,2639
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,renameToInternal,2653
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,renameToInternal,2655
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,renameToInternal,2658
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,renameTo,2696
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,renameToInternal,2710
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,renameToInternal,2712
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,renameToInternal,2715
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,delete,2742
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,deleteInternal,2782
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,deleteInternal,2785
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,deleteInternal,2796
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,removeBlocks,2825
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,removePathAndBlocks,2831
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,getFileInfo,2902
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,getFileInfo,2914
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,getFileInfo,2917
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,mkdirs,2939
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,mkdirsInt,2956
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,mkdirsInternal,2973
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,mkdirsInternal,2975
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,mkdirsInternal,2986
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,mkdirsInternal,3001
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,setQuota,3032
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,setQuota,3040
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,fsync,3058
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,fsync,3067
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,internalReleaseLease,3089
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,internalReleaseLease,3090
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,internalReleaseLease,3103
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,internalReleaseLease,3127
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,internalReleaseLease,3146
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,internalReleaseLease,3152
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,internalReleaseLease,3173
org.apache.hadoop.hdfs.server.namenode.FSNamesystem,reassignLease,3201
